0,0,1,0,0, 2025-01-18T07:02:46.084Z
0,0,0,0,1, 2025-01-18T07:25:23.532Z
0,0,0,0,1, 2025-01-18T08:30:39.252Z
0,0,0,1,0, 2025-01-18T08:30:44.358Z
0,0,0,0,1, 2025-01-18T08:44:02.957Z
0,0,0,0,1, 2025-01-18T08:44:09.838Z
0,0,0,0,1, 2025-01-18T08:59:53.656Z
0,0,0,0,1, 2025-01-18T09:11:34.192Z
0,0,0,0,1, 2025-01-18T09:11:37.525Z
0,0,0,0,1, 2025-01-18T09:14:38.661Z
0,0,0,0,1, 2025-01-18T09:15:37.328Z
0,0,0,0,1, 2025-01-18T09:22:32.330Z
0,0,0,0,1, 2025-01-18T09:25:16.608Z
0,0,0,0,1, 2025-01-18T09:25:19.963Z
0,0,0,0,1, 2025-01-18T09:25:22.930Z
0,0,0,0,1, 2025-01-18T09:27:01.519Z
0,0,0,0,1, 2025-01-18T09:27:58.387Z
0,0,0,0,1, 2025-01-18T09:28:02.273Z
0,0,0,0,1, 2025-01-18T09:29:07.175Z
0,0,0,0,1, 2025-01-18T09:29:11.796Z
0,0,0,0,1, 2025-01-18T09:53:11.751Z
0,0,0,1,0, 2025-01-18T09:53:27.377Z
0,0,0,0,1, 2025-01-18T09:53:33.912Z
0,0,0,1,0, 2025-01-18T09:54:07.508Z
0,0,0,0,1, 2025-01-18T09:55:11.867Z
0,0,0,0,1, 2025-01-18T09:55:35.418Z
0,0,0,0,1, 2025-01-18T09:58:23.972Z
0,0,0,0,1, 2025-01-18T09:59:16.692Z
0,0,0,0,1, 2025-01-18T09:59:33.545Z
0,0,0,0,1, 2025-01-18T09:59:40.387Z
0,0,0,0,1, 2025-01-18T10:00:08.351Z
0,0,0,1,0, 2025-01-18T10:00:12.052Z
0,0,0,0,1, 2025-01-18T10:00:44.141Z
0,0,0,0,1, 2025-01-18T10:00:49.130Z
0,0,0,0,1, 2025-01-18T10:02:55.477Z
0,0,0,1,0, 2025-01-18T10:06:19.954Z
0,0,0,0,1, 2025-01-18T10:06:48.407Z
0,0,0,1,0, 2025-01-18T10:09:24.088Z
0,0,0,0,1, 2025-01-18T10:09:26.646Z
0,0,0,1,0, 2025-01-18T10:09:29.474Z
0,0,0,0,1, 2025-01-18T10:10:24.684Z
0,0,0,0,1, 2025-01-18T10:13:38.655Z
0,0,0,0,1, 2025-01-18T10:14:10.925Z
0,0,0,0,1, 2025-01-18T10:17:43.306Z
0,0,0,0,1, 2025-01-18T10:18:23.630Z
0,0,0,0,1, 2025-01-18T10:22:36.035Z
0,0,0,0,1, 2025-01-18T10:22:40.703Z
0,0,0,0,1, 2025-01-18T10:24:40.090Z
0,0,0,1,0, 2025-01-18T10:25:16.781Z
0,0,0,0,1, 2025-01-18T10:25:20.092Z
0,0,0,0,1, 2025-01-18T10:25:24.980Z
0,0,0,0,1, 2025-01-18T10:27:12.324Z
0,0,0,0,1, 2025-01-18T10:27:19.784Z
0,0,0,0,1, 2025-01-18T10:30:03.320Z
0,0,0,1,0, 2025-01-18T10:30:16.227Z
0,0,0,1,0, 2025-01-18T10:31:00.166Z
0,0,0,0,1, 2025-01-18T10:31:13.212Z
0,0,0,0,1, 2025-01-18T10:31:35.216Z
0,0,0,0,1, 2025-01-18T10:32:32.848Z
0,0,0,1,0, 2025-01-18T10:32:35.833Z
0,0,0,0,1, 2025-01-18T10:33:09.708Z
0,0,0,1,0, 2025-01-18T10:34:22.225Z
0,0,0,1,0, 2025-01-18T10:37:05.853Z
0,0,0,0,1, 2025-01-18T10:37:45.869Z
0,0,0,0,1, 2025-01-18T10:37:47.932Z
0,0,0,0,1, 2025-01-18T10:37:50.693Z
0,0,0,0,1, 2025-01-18T10:38:42.377Z
0,0,0,1,0, 2025-01-18T10:40:48.015Z
0,0,0,0,1, 2025-01-18T10:41:35.821Z
0,0,0,0,1, 2025-01-18T10:41:38.257Z
0,0,0,0,1, 2025-01-18T10:46:56.497Z
0,0,0,0,1, 2025-01-18T10:47:00.480Z
0,0,0,0,1, 2025-01-18T10:47:20.164Z
0,0,0,1,0, 2025-01-18T10:47:23.945Z
0,0,0,0,1, 2025-01-18T10:47:48.407Z
0,0,0,0,1, 2025-01-18T10:49:56.265Z
0,0,0,0,1, 2025-01-18T10:50:17.645Z
0,0,0,0,1, 2025-01-18T10:50:24.938Z
0,0,0,1,0, 2025-01-18T10:50:26.671Z
0,0,0,0,1, 2025-01-18T10:50:35.033Z
0,0,0,0,1, 2025-01-18T10:50:37.285Z
1,0,0,0,0, 2025-01-18T10:50:39.511Z
0,0,0,0,1, 2025-01-18T10:50:44.275Z
0,0,0,1,0, 2025-01-18T10:50:47.583Z
0,0,0,0,1, 2025-01-18T10:51:01.837Z
0,0,0,0,1, 2025-01-18T10:51:06.562Z
0,0,0,0,1, 2025-01-18T10:51:31.968Z
0,0,0,0,1, 2025-01-18T10:51:53.209Z
0,0,0,0,1, 2025-01-18T10:55:00.360Z
0,0,0,0,1, 2025-01-18T10:56:09.664Z
0,0,0,0,1, 2025-01-18T10:58:46.220Z
0,0,0,0,1, 2025-01-18T10:58:54.386Z
0,0,1,0,0, 2025-01-18T10:59:21.605Z
0,0,0,0,1, 2025-01-18T11:00:14.686Z
0,0,0,0,1, 2025-01-18T11:00:18.708Z
0,0,0,1,0, 2025-01-18T11:02:22.991Z
0,0,0,0,1, 2025-01-18T11:02:34.052Z
0,0,0,0,1, 2025-01-18T11:03:07.549Z
0,0,0,0,1, 2025-01-18T11:03:19.671Z
0,0,0,0,1, 2025-01-18T11:03:36.772Z
0,0,0,0,1, 2025-01-18T11:03:46.181Z
0,0,0,1,0, 2025-01-18T11:05:07.798Z
0,0,0,0,1, 2025-01-18T11:05:11.068Z
0,0,0,1,0, 2025-01-18T11:06:27.139Z
0,0,0,1,0, 2025-01-18T11:07:05.563Z
0,0,0,1,0, 2025-01-18T11:07:08.060Z
0,0,0,0,1, 2025-01-18T11:07:16.354Z
0,0,0,0,1, 2025-01-18T11:07:28.237Z
0,0,0,1,0, 2025-01-18T11:07:54.443Z
0,0,0,1,0, 2025-01-18T11:11:01.900Z
0,0,0,0,1, 2025-01-18T11:15:02.872Z
0,0,0,0,1, 2025-01-18T11:15:06.203Z
0,0,0,0,1, 2025-01-18T11:15:34.313Z
0,0,0,0,1, 2025-01-18T11:16:03.161Z
0,0,0,0,1, 2025-01-18T11:16:05.330Z
0,0,0,0,1, 2025-01-18T11:17:07.898Z
0,0,0,0,1, 2025-01-18T11:17:11.802Z
0,0,0,0,1, 2025-01-18T11:17:46.547Z
0,0,0,0,1, 2025-01-18T11:18:10.152Z
0,0,0,0,1, 2025-01-18T11:18:31.567Z
0,0,0,1,0, 2025-01-18T11:18:33.756Z
0,0,0,0,1, 2025-01-18T11:19:37.440Z
0,0,0,1,0, 2025-01-18T11:20:34.068Z
0,0,0,0,1, 2025-01-18T11:20:36.481Z
0,0,0,1,0, 2025-01-18T11:21:44.622Z
0,0,0,0,1, 2025-01-18T11:21:47.344Z
0,0,0,0,1, 2025-01-18T11:21:49.575Z
0,0,0,0,1, 2025-01-18T11:24:29.467Z
0,0,0,1,0, 2025-01-18T11:24:37.432Z
0,0,0,0,1, 2025-01-18T11:24:39.582Z
0,0,0,0,1, 2025-01-18T11:24:42.465Z
0,0,0,0,1, 2025-01-18T11:25:06.227Z
0,0,0,0,1, 2025-01-18T11:25:22.946Z
0,0,0,0,1, 2025-01-18T11:27:23.944Z
0,0,0,1,0, 2025-01-18T11:27:26.563Z
0,0,0,1,0, 2025-01-18T11:28:20.376Z
0,0,0,0,1, 2025-01-18T11:31:18.323Z
0,0,0,0,1, 2025-01-18T11:31:20.512Z
0,0,0,0,1, 2025-01-18T11:33:10.194Z
0,0,0,0,1, 2025-01-18T11:33:13.075Z
0,0,0,1,0, 2025-01-18T11:33:54.095Z
0,0,0,0,1, 2025-01-18T11:34:48.536Z
0,0,0,0,1, 2025-01-18T11:34:51.908Z
0,0,0,0,1, 2025-01-18T11:35:07.408Z
0,0,0,0,1, 2025-01-18T11:35:09.702Z
0,0,0,0,1, 2025-01-18T11:35:12.968Z
0,0,0,1,0, 2025-01-18T11:38:28.635Z
0,0,0,0,1, 2025-01-18T11:41:35.477Z
0,0,0,1,0, 2025-01-18T11:41:40.276Z
0,0,0,1,0, 2025-01-18T11:43:11.004Z
0,0,0,0,1, 2025-01-18T11:43:13.087Z
0,0,0,0,1, 2025-01-18T11:47:17.886Z
0,0,0,0,1, 2025-01-18T11:50:24.974Z
0,0,0,0,1, 2025-01-18T11:50:29.466Z
0,0,0,0,1, 2025-01-18T11:50:32.143Z
0,0,0,0,1, 2025-01-18T11:50:34.697Z
0,0,0,0,1, 2025-01-18T11:52:15.432Z
0,0,0,0,1, 2025-01-18T11:52:18.701Z
0,0,0,0,1, 2025-01-18T11:53:02.476Z
0,0,0,0,1, 2025-01-18T11:53:06.152Z
0,0,0,0,1, 2025-01-18T11:53:50.152Z
0,0,0,0,1, 2025-01-18T11:53:53.465Z
0,0,0,0,1, 2025-01-18T11:53:56.364Z
0,0,0,0,1, 2025-01-18T11:55:16.367Z
0,0,0,0,1, 2025-01-18T11:55:20.167Z
0,0,0,0,1, 2025-01-18T11:55:24.088Z
0,0,0,0,1, 2025-01-18T11:55:26.110Z
0,0,0,1,0, 2025-01-18T11:57:41.099Z
0,0,0,1,0, 2025-01-18T12:01:18.827Z
0,0,0,1,0, 2025-01-18T12:02:07.987Z
0,0,0,0,1, 2025-01-18T12:02:12.768Z
0,0,0,1,0, 2025-01-18T12:02:15.811Z
0,0,0,0,1, 2025-01-18T12:03:09.401Z
0,0,0,0,1, 2025-01-18T12:03:15.160Z
0,0,0,0,1, 2025-01-18T12:03:17.241Z
1,0,0,0,0, 2025-01-18T12:03:30.387Z
0,0,0,0,1, 2025-01-18T12:04:40.836Z
0,0,0,0,1, 2025-01-18T12:04:43.616Z
0,0,0,0,1, 2025-01-18T12:04:45.369Z
0,0,0,0,1, 2025-01-18T12:04:47.127Z
0,0,0,0,1, 2025-01-18T12:04:48.862Z
0,0,0,0,1, 2025-01-18T12:04:50.696Z
0,0,0,0,1, 2025-01-18T12:05:00.742Z
0,0,0,0,1, 2025-01-18T12:06:36.847Z
0,0,0,0,1, 2025-01-18T12:06:40.157Z
0,0,0,0,1, 2025-01-18T12:08:21.404Z
0,0,0,0,1, 2025-01-18T12:09:29.038Z
0,0,0,0,1, 2025-01-18T12:10:53.478Z
0,0,0,0,1, 2025-01-18T12:11:21.302Z
0,0,0,0,1, 2025-01-18T12:12:39.716Z
0,0,0,0,1, 2025-01-18T12:13:09.906Z
0,0,0,0,1, 2025-01-18T12:16:16.905Z
0,0,0,0,1, 2025-01-18T12:16:18.928Z
0,0,0,0,1, 2025-01-18T12:18:37.588Z
0,0,0,1,0, 2025-01-18T12:20:17.792Z
0,0,0,0,1, 2025-01-18T12:52:30.052Z
0,0,0,1,0, 2025-01-18T12:52:32.593Z
0,0,0,0,1, 2025-01-18T12:52:34.925Z
0,0,0,0,1, 2025-01-18T12:52:41.629Z
0,0,0,0,1, 2025-01-18T13:10:19.074Z
